filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
inv-0013.jpg,329429,"{}",4,1,"{""name"":""rect"",""x"":89,""y"":630,""width"":1498,""height"":189}","{""label"":""info""}"
inv-0013.jpg,329429,"{}",4,2,"{""name"":""rect"",""x"":1186,""y"":940,""width"":407,""height"":104}","{""label"":""total""}"
inv-0013.jpg,329429,"{}",4,3,"{""name"":""rect"",""x"":91,""y"":1018,""width"":902,""height"":79}","{""label"":""verif""}"
inv-0014.jpg,357702,"{}",2,0,"{""name"":""rect"",""x"":259,""y"":148,""width"":562,""height"":82}","{""label"":""doc_id""}"
inv-0014.jpg,357702,"{}",2,1,"{""name"":""rect"",""x"":111,""y"":234,""width"":1258,""height"":451}","{""label"":""info""}"
inv-0015.jpg,320503,"{}",4,0,"{""name"":""rect"",""x"":87,""y"":521,""width"":903,""height"":54}","{""label"":""doc_id""}"
inv-0015.jpg,320503,"{}",4,1,"{""name"":""rect"",""x"":91,""y"":602,""width"":1459,""height"":199}","{""label"":""info""}"
inv-0015.jpg,320503,"{}",4,2,"{""name"":""rect"",""x"":1193,""y"":1065,""width"":392,""height"":91}","{""label"":""total""}"
inv-0015.jpg,320503,"{}",4,3,"{""name"":""rect"",""x"":93,""y"":1148,""width"":621,""height"":68}","{""label"":""verif""}"
inv-0016.jpg,336091,"{}",4,0,"{""name"":""rect"",""x"":110,""y"":520,""width"":902,""height"":43}","{""label"":""doc_id""}"
inv-0016.jpg,336091,"{}",4,1,"{""name"":""rect"",""x"":108,""y"":597,""width"":1463,""height"":204}","{""label"":""info""}"
inv-0016.jpg,336091,"{}",4,2,"{""name"":""rect"",""x"":1210,""y"":1059,""width"":393,""height"":100}","{""label"":""total""}"
inv-0016.jpg,336091,"{}",4,3,"{""name"":""rect"",""x"":112,""y"":1144,""width"":749,""height"":68}","{""label"":""verif""}"
inv-0017.jpg,398030,"{}",4,0,"{""name"":""rect"",""x"":112,""y"":520,""width"":904,""height"":49}","{""label"":""doc_id""}"
inv-0017.jpg,398030,"{}",4,1,"{""name"":""rect"",""x"":112,""y"":595,""width"":1457,""height"":208}","{""label"":""info""}"
inv-0017.jpg,398030,"{}",4,2,"{""name"":""rect"",""x"":1214,""y"":1253,""width"":389,""height"":89}","{""label"":""total""}"
inv-0017.jpg,398030,"{}",4,3,"{""name"":""rect"",""x"":115,""y"":1334,""width"":597,""height"":72}","{""label"":""verif""}"
inv-0018.jpg,302165,"{}",4,0,"{""name"":""rect"",""x"":129,""y"":409,""width"":773,""height"":62}","{""label"":""doc_id""}"
inv-0018.jpg,302165,"{}",4,1,"{""name"":""rect"",""x"":123,""y"":500,""width"":1271,""height"":214}","{""label"":""info""}"
inv-0018.jpg,302165,"{}",4,2,"{""name"":""rect"",""x"":966,""y"":879,""width"":456,""height"":116}","{""label"":""total""}"
inv-0018.jpg,302165,"{}",4,3,"{""name"":""rect"",""x"":123,""y"":979,""width"":869,""height"":91}","{""label"":""verif""}"
inv-0019.jpg,281450,"{}",4,0,"{""name"":""rect"",""x"":456,""y"":454,""width"":711,""height"":70}","{""label"":""doc_id""}"
inv-0019.jpg,281450,"{}",4,1,"{""name"":""rect"",""x"":81,""y"":550,""width"":1449,""height"":263}","{""label"":""info""}"
inv-0019.jpg,281450,"{}",4,2,"{""name"":""rect"",""x"":1108,""y"":953,""width"":448,""height"":113}","{""label"":""total""}"
inv-0019.jpg,281450,"{}",4,3,"{""name"":""rect"",""x"":81,""y"":1059,""width"":639,""height"":79}","{""label"":""verif""}"
inv-0020.jpg,339322,"{}",2,0,"{""name"":""rect"",""x"":76,""y"":72,""width"":825,""height"":83}","{""label"":""doc_id""}"
inv-0020.jpg,339322,"{}",2,1,"{""name"":""rect"",""x"":72,""y"":158,""width"":1204,""height"":271}","{""label"":""info""}"
inv-0021.jpg,277615,"{}",4,0,"{""name"":""rect"",""x"":465,""y"":465,""width"":713,""height"":75}","{""label"":""doc_id""}"
inv-0021.jpg,277615,"{}",4,1,"{""name"":""rect"",""x"":93,""y"":556,""width"":1439,""height"":282}","{""label"":""info""}"
inv-0021.jpg,277615,"{}",4,2,"{""name"":""rect"",""x"":1114,""y"":971,""width"":446,""height"":120}","{""label"":""total""}"
inv-0021.jpg,277615,"{}",4,3,"{""name"":""rect"",""x"":87,""y"":1064,""width"":715,""height"":81}","{""label"":""verif""}"
inv-0022.jpg,280323,"{}",4,0,"{""name"":""rect"",""x"":467,""y"":454,""width"":709,""height"":68}","{""label"":""doc_id""}"
inv-0022.jpg,280323,"{}",4,1,"{""name"":""rect"",""x"":85,""y"":547,""width"":1449,""height"":280}","{""label"":""info""}"
inv-0022.jpg,280323,"{}",4,2,"{""name"":""rect"",""x"":1114,""y"":961,""width"":444,""height"":113}","{""label"":""total""}"
inv-0022.jpg,280323,"{}",4,3,"{""name"":""rect"",""x"":83,""y"":1048,""width"":734,""height"":89}","{""label"":""verif""}"
inv-0023.jpg,451467,"{}",4,0,"{""name"":""rect"",""x"":113,""y"":295,""width"":874,""height"":57}","{""label"":""doc_id""}"
inv-0023.jpg,451467,"{}",4,1,"{""name"":""rect"",""x"":106,""y"":376,""width"":1135,""height"":267}","{""label"":""info""}"
inv-0023.jpg,451467,"{}",4,2,"{""name"":""rect"",""x"":847,""y"":1517,""width"":410,""height"":106}","{""label"":""total""}"
inv-0023.jpg,451467,"{}",4,3,"{""name"":""rect"",""x"":100,""y"":1610,""width"":751,""height"":72}","{""label"":""verif""}"
inv-0024.jpg,300597,"{}",4,0,"{""name"":""rect"",""x"":87,""y"":318,""width"":762,""height"":68}","{""label"":""doc_id""}"
inv-0024.jpg,300597,"{}",4,1,"{""name"":""rect"",""x"":77,""y"":412,""width"":1338,""height"":204}","{""label"":""info""}"
inv-0024.jpg,300597,"{}",4,2,"{""name"":""rect"",""x"":973,""y"":764,""width"":446,""height"":110}","{""label"":""total""}"
inv-0024.jpg,300597,"{}",4,3,"{""name"":""rect"",""x"":77,""y"":862,""width"":939,""height"":76}","{""label"":""verif""}"
inv-0025.jpg,273472,"{}",4,0,"{""name"":""rect"",""x"":104,""y"":342,""width"":851,""height"":59}","{""label"":""doc_id""}"
inv-0025.jpg,273472,"{}",4,1,"{""name"":""rect"",""x"":100,""y"":433,""width"":1359,""height"":261}","{""label"":""info""}"
inv-0025.jpg,273472,"{}",4,2,"{""name"":""rect"",""x"":1028,""y"":839,""width"":444,""height"":110}","{""label"":""total""}"
inv-0025.jpg,273472,"{}",4,3,"{""name"":""rect"",""x"":100,""y"":936,""width"":1059,""height"":72}","{""label"":""verif""}"
inv-0026.jpg,263414,"{}",4,0,"{""name"":""rect"",""x"":108,""y"":357,""width"":852,""height"":54}","{""label"":""doc_id""}"
inv-0026.jpg,263414,"{}",4,1,"{""name"":""rect"",""x"":108,""y"":438,""width"":1371,""height"":282}","{""label"":""info""}"
inv-0026.jpg,263414,"{}",4,2,"{""name"":""rect"",""x"":1039,""y"":808,""width"":437,""height"":96}","{""label"":""total""}"
inv-0026.jpg,263414,"{}",4,3,"{""name"":""rect"",""x"":105,""y"":903,""width"":1138,""height"":69}","{""label"":""verif""}"
inv-0027.jpg,270270,"{}",2,0,"{""name"":""rect"",""x"":107,""y"":115,""width"":647,""height"":84}","{""label"":""doc_id""}"
inv-0027.jpg,270270,"{}",2,1,"{""name"":""rect"",""x"":101,""y"":202,""width"":783,""height"":270}","{""label"":""info""}"
inv-0028.jpg,429401,"{}",4,0,"{""name"":""rect"",""x"":77,""y"":608,""width"":678,""height"":48}","{""label"":""doc_id""}"
inv-0028.jpg,429401,"{}",4,1,"{""name"":""rect"",""x"":74,""y"":679,""width"":1534,""height"":242}","{""label"":""info""}"
inv-0028.jpg,429401,"{}",4,2,"{""name"":""rect"",""x"":1264,""y"":1056,""width"":340,""height"":90}","{""label"":""total""}"
inv-0028.jpg,429401,"{}",4,3,"{""name"":""rect"",""x"":68,""y"":1128,""width"":723,""height"":64}","{""label"":""verif""}"
inv-0029.jpg,296911,"{}",2,0,"{""name"":""rect"",""x"":90,""y"":191,""width"":670,""height"":87}","{""label"":""doc_id""}"
inv-0029.jpg,296911,"{}",2,1,"{""name"":""rect"",""x"":91,""y"":280,""width"":744,""height"":274}","{""label"":""info""}"
inv-0030.jpg,319386,"{}",4,0,"{""name"":""rect"",""x"":155,""y"":516,""width"":885,""height"":51}","{""label"":""doc_id""}"
inv-0030.jpg,319386,"{}",4,1,"{""name"":""rect"",""x"":162,""y"":593,""width"":1331,""height"":276}","{""label"":""info""}"
inv-0030.jpg,319386,"{}",4,2,"{""name"":""rect"",""x"":1103,""y"":969,""width"":405,""height"":99}","{""label"":""total""}"
inv-0030.jpg,319386,"{}",4,3,"{""name"":""rect"",""x"":161,""y"":1051,""width"":858,""height"":64}","{""label"":""verif""}"
inv-0031.jpg,263375,"{}",2,0,"{""name"":""rect"",""x"":126,""y"":263,""width"":768,""height"":73}","{""label"":""doc_id""}"
inv-0031.jpg,263375,"{}",2,1,"{""name"":""rect"",""x"":126,""y"":335,""width"":669,""height"":245}","{""label"":""info""}"
inv-0032.jpg,289420,"{}",2,0,"{""name"":""rect"",""x"":115,""y"":141,""width"":701,""height"":80}","{""label"":""doc_id""}"
inv-0032.jpg,289420,"{}",2,1,"{""name"":""rect"",""x"":113,""y"":225,""width"":926,""height"":281}","{""label"":""info""}"
inv-0033.jpg,254057,"{}",2,0,"{""name"":""rect"",""x"":136,""y"":137,""width"":586,""height"":76}","{""label"":""doc_id""}"
inv-0033.jpg,254057,"{}",2,1,"{""name"":""rect"",""x"":133,""y"":216,""width"":676,""height"":256}","{""label"":""info""}"
inv-0034.jpg,311134,"{}",4,0,"{""name"":""rect"",""x"":170,""y"":490,""width"":844,""height"":49}","{""label"":""doc_id""}"
inv-0034.jpg,311134,"{}",4,1,"{""name"":""rect"",""x"":170,""y"":570,""width"":1363,""height"":181}","{""label"":""info""}"
inv-0034.jpg,311134,"{}",4,2,"{""name"":""rect"",""x"":1064,""y"":866,""width"":496,""height"":71}","{""label"":""total""}"
inv-0034.jpg,311134,"{}",4,3,"{""name"":""rect"",""x"":167,""y"":953,""width"":1308,""height"":68}","{""label"":""verif""}"
inv-0035.jpg,301330,"{}",4,0,"{""name"":""rect"",""x"":77,""y"":307,""width"":807,""height"":60}","{""label"":""doc_id""}"
inv-0035.jpg,301330,"{}",4,1,"{""name"":""rect"",""x"":68,""y"":392,""width"":1311,""height"":339}","{""label"":""info""}"
inv-0035.jpg,301330,"{}",4,2,"{""name"":""rect"",""x"":966,""y"":934,""width"":440,""height"":105}","{""label"":""total""}"
inv-0035.jpg,301330,"{}",4,3,"{""name"":""rect"",""x"":68,""y"":1030,""width"":1132,""height"":76}","{""label"":""verif""}"
inv-0036.jpg,250341,"{}",4,0,"{""name"":""rect"",""x"":125,""y"":358,""width"":760,""height"":61}","{""label"":""doc_id""}"
inv-0036.jpg,250341,"{}",4,1,"{""name"":""rect"",""x"":118,""y"":446,""width"":1281,""height"":217}","{""label"":""info""}"
inv-0036.jpg,250341,"{}",4,2,"{""name"":""rect"",""x"":964,""y"":838,""width"":440,""height"":100}","{""label"":""total""}"
inv-0036.jpg,250341,"{}",4,3,"{""name"":""rect"",""x"":116,""y"":936,""width"":896,""height"":80}","{""label"":""verif""}"
inv-0037.jpg,292045,"{}",4,0,"{""name"":""rect"",""x"":89,""y"":319,""width"":781,""height"":55}","{""label"":""doc_id""}"
inv-0037.jpg,292045,"{}",4,1,"{""name"":""rect"",""x"":84,""y"":403,""width"":1324,""height"":259}","{""label"":""info""}"
inv-0037.jpg,292045,"{}",4,2,"{""name"":""rect"",""x"":985,""y"":841,""width"":434,""height"":96}","{""label"":""total""}"
inv-0037.jpg,292045,"{}",4,3,"{""name"":""rect"",""x"":89,""y"":936,""width"":822,""height"":72}","{""label"":""verif""}"
inv-0038.jpg,289170,"{}",4,0,"{""name"":""rect"",""x"":388,""y"":620,""width"":926,""height"":61}","{""label"":""doc_id""}"
inv-0038.jpg,289170,"{}",4,1,"{""name"":""rect"",""x"":176,""y"":710,""width"":1347,""height"":203}","{""label"":""info""}"
inv-0038.jpg,289170,"{}",4,2,"{""name"":""rect"",""x"":1128,""y"":1075,""width"":388,""height"":79}","{""label"":""total""}"
inv-0038.jpg,289170,"{}",4,3,"{""name"":""rect"",""x"":177,""y"":1175,""width"":990,""height"":92}","{""label"":""verif""}"
inv-0039.jpg,297374,"{}",2,0,"{""name"":""rect"",""x"":109,""y"":203,""width"":621,""height"":75}","{""label"":""doc_id""}"
inv-0039.jpg,297374,"{}",2,1,"{""name"":""rect"",""x"":107,""y"":283,""width"":1512,""height"":244}","{""label"":""info""}"
inv-0040.jpg,364098,"{}",2,0,"{""name"":""rect"",""x"":89,""y"":120,""width"":663,""height"":79}","{""label"":""doc_id""}"
inv-0040.jpg,364098,"{}",2,1,"{""name"":""rect"",""x"":87,""y"":205,""width"":693,""height"":264}","{""label"":""info""}"
inv-0041.jpg,288717,"{}",4,0,"{""name"":""rect"",""x"":77,""y"":562,""width"":780,""height"":50}","{""label"":""doc_id""}"
inv-0041.jpg,288717,"{}",4,1,"{""name"":""rect"",""x"":73,""y"":645,""width"":1060,""height"":208}","{""label"":""info""}"
inv-0041.jpg,288717,"{}",4,2,"{""name"":""rect"",""x"":1123,""y"":1019,""width"":446,""height"":114}","{""label"":""total""}"
inv-0041.jpg,288717,"{}",4,3,"{""name"":""rect"",""x"":69,""y"":1121,""width"":546,""height"":79}","{""label"":""verif""}"
inv-0042.jpg,312798,"{}",4,0,"{""name"":""rect"",""x"":83,""y"":553,""width"":795,""height"":51}","{""label"":""doc_id""}"
inv-0042.jpg,312798,"{}",4,1,"{""name"":""rect"",""x"":83,""y"":638,""width"":1049,""height"":210}","{""label"":""info""}"
inv-0042.jpg,312798,"{}",4,2,"{""name"":""rect"",""x"":1132,""y"":1013,""width"":437,""height"":116}","{""label"":""total""}"
inv-0042.jpg,312798,"{}",4,3,"{""name"":""rect"",""x"":76,""y"":1117,""width"":670,""height"":78}","{""label"":""verif""}"
inv-0043.jpg,272451,"{}",4,0,"{""name"":""rect"",""x"":176,""y"":468,""width"":791,""height"":53}","{""label"":""doc_id""}"
inv-0043.jpg,272451,"{}",4,1,"{""name"":""rect"",""x"":174,""y"":547,""width"":1333,""height"":136}","{""label"":""info""}"
inv-0043.jpg,272451,"{}",4,2,"{""name"":""rect"",""x"":983,""y"":837,""width"":515,""height"":68}","{""label"":""total""}"
inv-0043.jpg,272451,"{}",4,3,"{""name"":""rect"",""x"":176,""y"":890,""width"":532,""height"":68}","{""label"":""verif""}"
inv-0044.jpg,338213,"{}",4,0,"{""name"":""rect"",""x"":106,""y"":485,""width"":1382,""height"":47}","{""label"":""doc_id""}"
inv-0044.jpg,338213,"{}",4,1,"{""name"":""rect"",""x"":108,""y"":566,""width"":1413,""height"":398}","{""label"":""info""}"
inv-0044.jpg,338213,"{}",4,2,"{""name"":""rect"",""x"":1110,""y"":1053,""width"":426,""height"":104}","{""label"":""total""}"
inv-0044.jpg,338213,"{}",4,3,"{""name"":""rect"",""x"":112,""y"":1161,""width"":1026,""height"":66}","{""label"":""verif""}"
inv-0045.jpg,568091,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":579,""width"":758,""height"":57}","{""label"":""doc_id""}"
inv-0045.jpg,568091,"{}",4,1,"{""name"":""rect"",""x"":91,""y"":658,""width"":1473,""height"":157}","{""label"":""info""}"
inv-0045.jpg,568091,"{}",4,2,"{""name"":""rect"",""x"":1178,""y"":936,""width"":393,""height"":85}","{""label"":""total""}"
inv-0045.jpg,568091,"{}",4,3,"{""name"":""rect"",""x"":89,""y"":1006,""width"":1086,""height"":76}","{""label"":""verif""}"
inv-0046.jpg,429650,"{}",4,0,"{""name"":""rect"",""x"":93,""y"":671,""width"":770,""height"":55}","{""label"":""doc_id""}"
inv-0046.jpg,429650,"{}",4,1,"{""name"":""rect"",""x"":93,""y"":758,""width"":1464,""height"":255}","{""label"":""info""}"
inv-0046.jpg,429650,"{}",4,2,"{""name"":""rect"",""x"":1184,""y"":1154,""width"":380,""height"":96}","{""label"":""total""}"
inv-0046.jpg,429650,"{}",4,3,"{""name"":""rect"",""x"":91,""y"":1245,""width"":671,""height"":74}","{""label"":""verif""}"
inv-0047.jpg,301377,"{}",4,0,"{""name"":""rect"",""x"":108,""y"":348,""width"":803,""height"":51}","{""label"":""doc_id""}"
inv-0047.jpg,301377,"{}",4,1,"{""name"":""rect"",""x"":106,""y"":433,""width"":1329,""height"":353}","{""label"":""info""}"
inv-0047.jpg,301377,"{}",4,2,"{""name"":""rect"",""x"":1004,""y"":919,""width"":439,""height"":106}","{""label"":""total""}"
inv-0047.jpg,301377,"{}",4,3,"{""name"":""rect"",""x"":108,""y"":1015,""width"":715,""height"":72}","{""label"":""verif""}"
inv-0048.jpg,341205,"{}",4,0,"{""name"":""rect"",""x"":98,""y"":606,""width"":704,""height"":47}","{""label"":""doc_id""}"
inv-0048.jpg,341205,"{}",4,1,"{""name"":""rect"",""x"":91,""y"":685,""width"":1467,""height"":246}","{""label"":""info""}"
inv-0048.jpg,341205,"{}",4,2,"{""name"":""rect"",""x"":1202,""y"":1060,""width"":377,""height"":93}","{""label"":""total""}"
inv-0048.jpg,341205,"{}",4,3,"{""name"":""rect"",""x"":98,""y"":1149,""width"":1117,""height"":70}","{""label"":""verif""}"
inv-0049.jpg,270204,"{}",4,0,"{""name"":""rect"",""x"":155,""y"":297,""width"":776,""height"":57}","{""label"":""doc_id""}"
inv-0049.jpg,270204,"{}",4,1,"{""name"":""rect"",""x"":142,""y"":388,""width"":1285,""height"":228}","{""label"":""info""}"
inv-0049.jpg,270204,"{}",4,2,"{""name"":""rect"",""x"":1023,""y"":884,""width"":418,""height"":107}","{""label"":""total""}"
inv-0049.jpg,270204,"{}",4,3,"{""name"":""rect"",""x"":149,""y"":979,""width"":792,""height"":78}","{""label"":""verif""}"
inv-0050.jpg,344854,"{}",4,0,"{""name"":""rect"",""x"":83,""y"":520,""width"":898,""height"":51}","{""label"":""doc_id""}"
inv-0050.jpg,344854,"{}",4,1,"{""name"":""rect"",""x"":83,""y"":599,""width"":1448,""height"":204}","{""label"":""info""}"
inv-0050.jpg,344854,"{}",4,2,"{""name"":""rect"",""x"":1185,""y"":1155,""width"":386,""height"":95}","{""label"":""total""}"
inv-0050.jpg,344854,"{}",4,3,"{""name"":""rect"",""x"":89,""y"":1246,""width"":796,""height"":64}","{""label"":""verif""}"
inv-0051.jpg,312688,"{}",4,0,"{""name"":""rect"",""x"":110,""y"":637,""width"":796,""height"":59}","{""label"":""doc_id""}"
inv-0051.jpg,312688,"{}",4,1,"{""name"":""rect"",""x"":113,""y"":733,""width"":1263,""height"":253}","{""label"":""info""}"
inv-0051.jpg,312688,"{}",4,2,"{""name"":""rect"",""x"":1132,""y"":1176,""width"":393,""height"":113}","{""label"":""total""}"
inv-0051.jpg,312688,"{}",4,3,"{""name"":""rect"",""x"":112,""y"":1278,""width"":684,""height"":81}","{""label"":""verif""}"
inv-0052.jpg,249256,"{}",4,0,"{""name"":""rect"",""x"":131,""y"":324,""width"":746,""height"":66}","{""label"":""doc_id""}"
inv-0052.jpg,249256,"{}",4,1,"{""name"":""rect"",""x"":131,""y"":413,""width"":1185,""height"":199}","{""label"":""info""}"
inv-0052.jpg,249256,"{}",4,2,"{""name"":""rect"",""x"":922,""y"":708,""width"":414,""height"":98}","{""label"":""total""}"
inv-0052.jpg,249256,"{}",4,3,"{""name"":""rect"",""x"":122,""y"":805,""width"":860,""height"":74}","{""label"":""verif""}"
inv-0053.jpg,249256,"{}",4,0,"{""name"":""rect"",""x"":138,""y"":327,""width"":731,""height"":57}","{""label"":""doc_id""}"
inv-0053.jpg,249256,"{}",4,1,"{""name"":""rect"",""x"":129,""y"":415,""width"":1186,""height"":197}","{""label"":""info""}"
inv-0053.jpg,249256,"{}",4,2,"{""name"":""rect"",""x"":922,""y"":711,""width"":409,""height"":95}","{""label"":""total""}"
inv-0053.jpg,249256,"{}",4,3,"{""name"":""rect"",""x"":126,""y"":804,""width"":851,""height"":69}","{""label"":""verif""}"
inv-0054.jpg,270884,"{}",4,0,"{""name"":""rect"",""x"":86,""y"":582,""width"":663,""height"":44}","{""label"":""doc_id""}"
inv-0054.jpg,270884,"{}",4,1,"{""name"":""rect"",""x"":87,""y"":657,""width"":1447,""height"":211}","{""label"":""info""}"
inv-0054.jpg,270884,"{}",4,2,"{""name"":""rect"",""x"":1201,""y"":971,""width"":353,""height"":82}","{""label"":""total""}"
